SubjectID,WhichTask,Sequenz,Word,KeyName,RT,Condition,Correct,AnswerType,d_e_sw,e_d_sw,Trigger_Sent,Word_Pseudoword,Language,Test
CN5,switch,P,Scrashle,RightArrow,0.877104043960571,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CN5,switch,D,Trommel,LeftArrow,0.689367055892944,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CN5,switch,E,Cornet,LeftArrow,1.08029198646545,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CN5,switch,P,Senlau,RightArrow,0.634069919586182,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CN5,switch,P,Bautin,RightArrow,0.892600059509277,nsw_p_p,1,p_p_crj,NaN,NaN,319,2,3,2
CN5,switch,E,Rabbit,LeftArrow,0.818980932235718,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CN5,switch,E,Upbeat,LeftArrow,0.767051935195923,nsw_e_e,1,e_e_hit,NaN,NaN,315,1,2,2
CN5,switch,P,Weuka,RightArrow,0.715707778930664,nsw_e_p,1,e_p_crj,NaN,NaN,316,2,3,2
CN5,switch,D,Hummel,LeftArrow,0.662594079971313,nsw_p_d,1,p_d_hit,NaN,NaN,317,1,1,2
CN5,switch,P,Sonchain,RightArrow,0.721308946609497,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
CN5,switch,E,Ankle,LeftArrow,0.857916116714478,nsw_p_e,1,p_e_hit,NaN,NaN,318,1,2,2
CN5,switch,D,Fenchel,LeftArrow,0.772081136703491,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CN5,switch,D,Auto,LeftArrow,0.60898494720459,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CN5,switch,E,Candle,LeftArrow,0.784178972244263,sw_d_e,1,d_e_hit,1,NaN,312,1,2,2
CN5,switch,D,Zirkel,LeftArrow,0.75619101524353,sw_e_d,1,e_d_hit,NaN,1,314,1,1,2
CN5,switch,D,Eisen,LeftArrow,0.810651063919067,nsw_d_d,1,d_d_hit,NaN,NaN,311,1,1,2
CN5,switch,P,Zenschirr,RightArrow,0.829238891601563,nsw_d_p,1,d_p_crj,NaN,NaN,313,2,3,2
